"date","year","month","amoc_proxy_sst"
2017-01-16,2017,1,7.36481883408614
2017-02-15,2017,2,6.89726162430654
2017-03-16,2017,3,6.79294574114936
2017-04-16,2017,4,7.1604106363874
2017-05-16,2017,5,7.96823168772739
2017-06-16,2017,6,9.62883872069349
2017-07-16,2017,7,11.7747532706302
2017-08-16,2017,8,13.1541413571251
2017-09-16,2017,9,12.6630291663399
2017-10-16,2017,10,10.7114117260359
2017-11-16,2017,11,9.20032728069997
2017-12-16,2017,12,8.41164509473707
2018-01-16,2018,1,7.28509899239348
2018-02-15,2018,2,6.83758423511636
2018-03-16,2018,3,6.67023654715674
2018-04-16,2018,4,6.83216895074809
2018-05-16,2018,5,7.49833261732853
2018-06-16,2018,6,9.32857314619406
2018-07-16,2018,7,11.4515367954069
2018-08-16,2018,8,12.8551698785306
2018-09-16,2018,9,12.1107288801895
2018-10-16,2018,10,10.2627399700732
2018-11-16,2018,11,8.6543582382157
2018-12-16,2018,12,7.73797001646701
2019-01-16,2019,1,7.19152867074452
2019-02-15,2019,2,6.75717052195659
2019-03-16,2019,3,6.7199726534193
2019-04-16,2019,4,6.76151037978032
2019-05-16,2019,5,7.89070472123211
2019-06-16,2019,6,9.91409880793109
2019-07-16,2019,7,12.7090877091492
2019-08-16,2019,8,13.8140689010868
2019-09-16,2019,9,12.7641263576259
2019-10-16,2019,10,10.7527313941717
2019-11-16,2019,11,9.10205473938269
2019-12-16,2019,12,8.0233792915983
2020-01-16,2020,1,7.31254123583253
2020-02-15,2020,2,6.73531899390102
2020-03-16,2020,3,6.85096472232715
2020-04-16,2020,4,6.9597245825258
2020-05-16,2020,5,8.02455673381142
2020-06-16,2020,6,9.73477917268145
2020-07-16,2020,7,12.0169557276696
2020-08-16,2020,8,13.5987941810247
2020-09-16,2020,9,12.6859070208992
2020-10-16,2020,10,10.7759042549965
2020-11-16,2020,11,8.78414166532096
2020-12-16,2020,12,7.70252329309235
2021-01-16,2021,1,7.2934424236277
2021-02-15,2021,2,6.97933613455979
2021-03-16,2021,3,6.874184616624
2021-04-16,2021,4,7.3197909470616
2021-05-16,2021,5,8.11388896821283
2021-06-16,2021,6,9.56049608594947
2021-07-16,2021,7,12.1717490121244
2021-08-16,2021,8,13.568401803092
2021-09-16,2021,9,13.0241069918106
2021-10-16,2021,10,11.1055793269576
2021-11-16,2021,11,9.4117884343125
2021-12-16,2021,12,8.42617829416166
2022-01-16,2022,1,7.52225320670785
2022-02-15,2022,2,6.86833489211361
2022-03-16,2022,3,6.46942153859889
2022-04-16,2022,4,7.20002965458686
2022-05-16,2022,5,8.21155693034623
2022-06-16,2022,6,9.85235384720926
2022-07-16,2022,7,12.2606931782897
2022-08-16,2022,8,14.0698312337463
2022-09-16,2022,9,13.8268212474544
2022-10-16,2022,10,11.5798448332565
2022-11-16,2022,11,9.05582239740518
2022-12-16,2022,12,8.22223829656446
2023-01-16,2023,1,7.45461457854564
2023-02-15,2023,2,6.85397248470941
2023-03-16,2023,3,7.0181572929849
2023-04-16,2023,4,7.40583622038313
2023-05-16,2023,5,8.37516895268073
2023-06-16,2023,6,10.806196663915
2023-07-16,2023,7,13.1994605862835
2023-08-16,2023,8,14.3905157613265
2023-09-16,2023,9,13.437571663836
2023-10-16,2023,10,11.322848774221
2023-11-16,2023,11,9.30963635842702
2023-12-16,2023,12,8.17704303649427
2024-01-16,2024,1,7.5861814444543
2024-02-15,2024,2,7.33385005457172
2024-03-16,2024,3,7.147023801922
2024-04-16,2024,4,7.47054465630212
2024-05-16,2024,5,8.64848519230112
2024-06-16,2024,6,10.647189364341
2024-07-16,2024,7,12.7172869996404
2024-08-16,2024,8,13.576084370536
2024-09-16,2024,9,13.0641131715441
2024-10-16,2024,10,11.1685074446587
2024-11-16,2024,11,9.87766998534782
2024-12-16,2024,12,8.7197404197927
2025-01-16,2025,1,7.82153065619577
2025-02-15,2025,2,7.22073870417582
2025-03-16,2025,3,7.12669789556153
2025-04-16,2025,4,7.39524202704479
2025-05-16,2025,5,8.31601995626527
2025-06-16,2025,6,9.89163448049269
2025-07-16,2025,7,12.0098009251859
2025-08-16,2025,8,13.0962598336245
2025-09-16,2025,9,12.3190999315391
2025-10-16,2025,10,10.8417423549073
2025-11-16,2025,11,9.37555605540059
2025-12-16,2025,12,8.12956998881607
